144	не	не	PART	_	_	_	_	_	@dp1979m-words#@dp1979m#221.936#222.248
145	уволнение	уволнение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#222.248#222.56
146	а	а	X	_	Foreign=Yes	_	_	_	@dp1979m-words#@dp1979m#222.56#222.872
147	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#222.872#223.184
148	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#223.184#223.496
149	любимое	любимый	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#223.496#223.808
150	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#223.808#224.12
151	про	про	ADP	_	_	_	_	_	@dp1979m-words#@dp1979m#224.12#224.432
152	деньги	деньги	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@dp1979m-words#@dp1979m#224.432#224.744
153	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#224.744#225.056
154	про	про	ADP	_	_	_	_	_	@dp1979m-words#@dp1979m#225.056#225.368
155	гонорары	гонорар	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dp1979m-words#@dp1979m#225.368#225.68
156	все-таки	все-таки	PART	_	_	_	_	_	@dp1979m-words#@dp1979m#225.68#225.992
157	заговорили	говорить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#225.992#226.304
158	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#226.304#226.616
159	привязано	привязать	VERB	_	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@dp1979m-words#@dp1979m#226.616#226.928
160	ли	ли	PART	_	_	_	_	_	@dp1979m-words#@dp1979m#226.928#227.24
161	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#227.24#227.552
162	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#227.552#227.864
163	к	к	ADP	_	_	_	_	_	@dp1979m-words#@dp1979m#227.864#228.176
164	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#228.176#228.488
165	к	к	ADP	_	_	_	_	_	@dp1979m-words#@dp1979m#228.488#228.8
166	качеству	качество	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#228.8#229.112
167	импровизации	импровизация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#229.112#229.424
168	?	?	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#229.424#229.74
169	сегодня	сегодня	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#229.91#230.291
170	шутили	шутить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#230.291#230.672
171	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#230.672#231.053
172	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#231.053#231.434
173	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#231.434#231.815
174	держите	держать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#231.815#232.2
175	сто	сто	NUM	_	Case=Nom	_	_	_	@dp1979m-words#@dp1979m#254.13#254.363
176	тысяч	тысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dp1979m-words#@dp1979m#254.363#254.596
177	реальня	реальня	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#254.596#254.829
178	цифра	цифра	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#254.829#255.062
179	?	?	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#255.062#255.295
180	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#255.295#255.528
181	щас	щас	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#255.528#255.761
182	озвучили	озвучить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#255.761#255.994
183	?	?	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#255.994#256.23
184	а	а	CCONJ	_	_	_	_	_	@dp1979m-words#@dp1979m#260.44#260.685
185	не	не	PART	_	_	_	_	_	@dp1979m-words#@dp1979m#260.685#260.93
186	вымышленная	вымышлеть	VERB	_	Aspect=Perf|Case=Nom|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@dp1979m-words#@dp1979m#260.93#261.175
187	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#261.175#261.42
188	намного	намного	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#261.42#261.665
189	больше	больше	ADV	_	Degree=Cmp	_	_	_	@dp1979m-words#@dp1979m#261.665#261.91
190	?	?	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#261.91#262.16
191	ну	ну	PART	_	_	_	_	_	@dp1979m-words#@dp1979m#264.66#265.035
192	ладно	ладно	PART	_	_	_	_	_	@dp1979m-words#@dp1979m#265.035#265.41
193	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#271.85#272.078
194	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dp1979m-words#@dp1979m#272.078#272.306
195	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#272.306#272.534
196	в	в	ADP	_	_	_	_	_	@dp1979m-words#@dp1979m#272.534#272.762
197	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#272.762#272.99
198	много	много	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#289.09#289.498
199	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dp1979m-words#@dp1979m#289.498#289.906
200	уже	уже	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#289.906#290.314
201	занимаетесь	заниматься	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dp1979m-words#@dp1979m#290.314#290.722
202	импровизацией	импровизация	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#290.722#291.13
203	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#291.44#291.728
204	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#291.728#292.016
205	в	в	ADP	_	_	_	_	_	@dp1979m-words#@dp1979m#292.016#292.304
206	том	тот	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#292.304#292.592
207	числе	число	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#292.592#292.88
208	брака	брак	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#292.88#293.168
209	минимум	минимум	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#293.168#293.456
210	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#293.456#293.75
211	много	много	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#294.28#294.581
212	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dp1979m-words#@dp1979m#294.581#294.882
213	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#294.882#295.183
214	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#295.183#295.484
215	сколько	сколько	NUM	_	_	_	_	_	@dp1979m-words#@dp1979m#295.484#295.785
216	?	?	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#295.785#296.086
217	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#296.086#296.387
218	и	и	CCONJ	_	_	_	_	_	@dp1979m-words#@dp1979m#296.387#296.688
219	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#296.688#296.989
220	откуда	откуда	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#296.989#297.29
221	формат	формат	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#297.29#297.591
222	появился	появиться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dp1979m-words#@dp1979m#297.591#297.892
223	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#297.892#298.193
224	в	в	ADP	_	_	_	_	_	@dp1979m-words#@dp1979m#298.193#298.494
225	какой-то	какой-то	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#298.494#298.795
226	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#298.795#299.096
227	пере-п-перестали	пере-п-перестать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#299.096#299.397
228	хотеть	хотеть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#299.397#299.698
229	учить	учить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#299.698#299.999
